sigla_uf;Gradiente;Código CBO;Título da Família Ocupacional;total_vinculos_ativos
RJ;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;1149
RJ;Gradiente 2;5241;Vendedores em domicílio;532
RJ;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;467
RJ;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;405
RJ;Gradiente 2;1425;Diretores e Gerentes de serviços de informática;293
RJ;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;208
RJ;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);16468
RJ;Gradiente 3;3517;Técnicos e Corretores de seguros;1370
RJ;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;1049
RJ;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;616
RJ;Gradiente 3;2523;Secretárias executivas e bilíngues;455
RJ;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;365
RJ;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;181
RJ;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;155
RJ;Gradiente 3;3545;Técnicos e Corretores de seguros;102
RJ;Gradiente 3;2612;Profissionais da informação (Biblio.), Tradutores e Intérpretes;83
RJ;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;6459
RJ;Gradiente 4;2525;Profissionais de administração econômico-financeira;2297
RJ;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);1528
RJ;Gradiente 4;3532;Técnicos em operações e serviços bancários;591
RJ;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);369
RJ;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;357
RJ;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;55
RJ;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;14
RJ;Gradiente 4;4231;Despachantes documentalistas e afins;2
RN;0;2532;Não mapeado no estudo original;381
RN;0;1421;Não mapeado no estudo original;235
RN;0;5143;Não mapeado no estudo original;33
RN;0;7170;Não mapeado no estudo original;26
RN;0;5174;Não mapeado no estudo original;20
RN;0;7825;Não mapeado no estudo original;16
RN;0;2142;Não mapeado no estudo original;16
RN;0;3951;Não mapeado no estudo original;15
RN;0;7152;Não mapeado no estudo original;14
RN;0;1231;Não mapeado no estudo original;12
RN;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);70
RN;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);20
RN;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);9
RN;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);8
RN;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;128
RN;Gradiente 2;5241;Vendedores em domicílio;104
RN;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;103
RN;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;93
RN;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;61
RN;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;37
RN;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;27
RN;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;9
RN;Gradiente 2;3172;Operadores de monitoração de computadores (Helpdesk);9
RN;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;6
RN;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);2559
RN;Gradiente 3;3517;Técnicos e Corretores de seguros;38
RN;Gradiente 3;2523;Secretárias executivas e bilíngues;20
RN;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;16
RN;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;15
RN;Gradiente 3;3545;Técnicos e Corretores de seguros;10
RN;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;6
RN;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;2
RN;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;1
RN;Gradiente 3;2612;Profissionais da informação (Biblio.), Tradutores e Intérpretes;1
RN;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;559
RN;Gradiente 4;2525;Profissionais de administração econômico-financeira;46
RN;Gradiente 4;3532;Técnicos em operações e serviços bancários;18
RN;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;11
RN;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);11
RN;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);4
RN;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;4
RN;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;1
RN;Gradiente 4;4231;Despachantes documentalistas e afins;1
RO;0;2532;Não mapeado no estudo original;700
RO;0;1421;Não mapeado no estudo original;300
RO;0;9144;Não mapeado no estudo original;96
RO;0;5141;Não mapeado no estudo original;84
RO;0;5143;Não mapeado no estudo original;76
RO;0;9921;Não mapeado no estudo original;28
RO;0;2410;Não mapeado no estudo original;24
RO;0;1231;Não mapeado no estudo original;21
RO;0;2527;Não mapeado no estudo original;18
RO;0;3542;Não mapeado no estudo original;15
RO;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);62
RO;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);54
RO;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);5
RO;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);4
RO;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;445
RO;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;248
RO;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;238
RO;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;129
RO;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;116
RO;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;52
RO;Gradiente 2;4213;Cobradores e afins;32
RO;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;31
RO;Gradiente 2;3172;Operadores de monitoração de computadores (Helpdesk);30
RO;Gradiente 2;1425;Diretores e Gerentes de serviços de informática;21
RO;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);1949
RO;Gradiente 3;3517;Técnicos e Corretores de seguros;178
RO;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;68
RO;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;28
RO;Gradiente 3;2523;Secretárias executivas e bilíngues;27
RO;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;20
RO;Gradiente 3;3514;Serventuários da justiça e afins;17
RO;Gradiente 3;3545;Técnicos e Corretores de seguros;16
RO;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;10
RO;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;6
RO;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;1283
RO;Gradiente 4;2525;Profissionais de administração econômico-financeira;254
RO;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);84
RO;Gradiente 4;3532;Técnicos em operações e serviços bancários;76
RO;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;64
RO;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;9
RO;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);3
RR;0;2532;Não mapeado no estudo original;107
RR;0;1421;Não mapeado no estudo original;28
RR;0;2533;Não mapeado no estudo original;24
RR;0;5143;Não mapeado no estudo original;9
RR;0;2142;Não mapeado no estudo original;5
RR;0;5191;Não mapeado no estudo original;4
RR;0;2410;Não mapeado no estudo original;3
RR;0;5134;Não mapeado no estudo original;3
RR;0;1231;Não mapeado no estudo original;3
RR;0;9921;Não mapeado no estudo original;3
RR;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);4
RR;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);3
RR;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);2
RR;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);1
RR;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;35
RR;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;14
RR;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;9
RR;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;9
RR;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;4
RR;Gradiente 2;4213;Cobradores e afins;3
RR;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;1
RR;Gradiente 2;5241;Vendedores em domicílio;1
RR;Gradiente 2;3511;Técnicos em contabilidade e em administração;1
RR;Gradiente 2;2531;Relações públicas, publicidade, mercado e negócios;1
RR;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);442
RR;Gradiente 3;3517;Técnicos e Corretores de seguros;9
RR;Gradiente 3;2523;Secretárias executivas e bilíngues;6
RR;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;6
RR;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;4
RR;Gradiente 3;3545;Técnicos e Corretores de seguros;1
RR;Gradiente 3;3548;Técnicos em serviços de turismo e organização de eventos;1
RR;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;1
RR;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;49
RR;Gradiente 4;3532;Técnicos em operações e serviços bancários;11
RR;Gradiente 4;2525;Profissionais de administração econômico-financeira;9
RR;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);2
RR;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;1
RS;0;2532;Não mapeado no estudo original;5902
RS;0;1421;Não mapeado no estudo original;1639
RS;0;3144;Não mapeado no estudo original;966
RS;0;5143;Não mapeado no estudo original;308
RS;0;1210;Não mapeado no estudo original;216
RS;0;2410;Não mapeado no estudo original;183
RS;0;1231;Não mapeado no estudo original;134
RS;0;2142;Não mapeado no estudo original;130
RS;0;1422;Não mapeado no estudo original;96
RS;0;3542;Não mapeado no estudo original;77
RS;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);402
RS;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);187
RS;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);46
RS;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);30
RS;Gradiente 1;2394;Programadores, avaliadores e orientadores de ensino;10
RS;Gradiente 1;1415;Dir. e Gerentes de op. em empresas de turismo/hotelaria;5
RS;Gradiente 1;2618;Fotógrafos profissionais;4
RS;Gradiente 1;2515;Psicólogos e psicanalistas;3
RS;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;1873
RS;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;1264
RS;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;971
RS;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;868
RS;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;736
RS;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;328
RS;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;300
RS;Gradiente 2;4213;Cobradores e afins;271
RS;Gradiente 2;5241;Vendedores em domicílio;244
RS;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;218
RS;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);22412
RS;Gradiente 3;3517;Técnicos e Corretores de seguros;777
RS;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;371
RS;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;200
RS;Gradiente 3;2523;Secretárias executivas e bilíngues;182
RS;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;104
RS;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;102
RS;Gradiente 3;3514;Serventuários da justiça e afins;78
RS;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;66
RS;Gradiente 3;3545;Técnicos e Corretores de seguros;51
RS;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;6859
RS;Gradiente 4;2525;Profissionais de administração econômico-financeira;2019
RS;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);680
RS;Gradiente 4;3532;Técnicos em operações e serviços bancários;405
RS;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;285
RS;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);262
RS;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;40
RS;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;18
SC;0;2532;Não mapeado no estudo original;6214
SC;0;1421;Não mapeado no estudo original;1376
SC;0;5143;Não mapeado no estudo original;415
SC;0;2410;Não mapeado no estudo original;203
SC;0;1231;Não mapeado no estudo original;196
SC;0;1210;Não mapeado no estudo original;83
SC;0;1422;Não mapeado no estudo original;82
SC;0;2031;Não mapeado no estudo original;63
SC;0;2142;Não mapeado no estudo original;53
SC;0;5141;Não mapeado no estudo original;52
SC;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);428
SC;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);132
SC;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);28
SC;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);9
SC;Gradiente 1;2515;Psicólogos e psicanalistas;8
SC;Gradiente 1;4151;Auxiliares de serviços de documentação, informação e pesquisa;2
SC;Gradiente 1;2394;Programadores, avaliadores e orientadores de ensino;1
SC;Gradiente 1;1415;Dir. e Gerentes de op. em empresas de turismo/hotelaria;1
SC;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;1985
SC;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;1347
SC;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;921
SC;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;580
SC;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;554
SC;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;346
SC;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;265
SC;Gradiente 2;4213;Cobradores e afins;239
SC;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;209
SC;Gradiente 2;3172;Operadores de monitoração de computadores (Helpdesk);194
SC;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);12118
SC;Gradiente 3;3517;Técnicos e Corretores de seguros;648
SC;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;273
SC;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;185
SC;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;122
SC;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;112
SC;Gradiente 3;2523;Secretárias executivas e bilíngues;109
SC;Gradiente 3;3514;Serventuários da justiça e afins;51
SC;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;44
SC;Gradiente 3;2112;Profissionais da matemática, atuários e estatísticos;38
SC;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;7360
SC;Gradiente 4;2525;Profissionais de administração econômico-financeira;1912
SC;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);844
SC;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);476
SC;Gradiente 4;3532;Técnicos em operações e serviços bancários;288
SC;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;235
SC;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;19
SC;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;3
SE;0;2532;Não mapeado no estudo original;240
SE;0;1421;Não mapeado no estudo original;124
SE;0;7632;Não mapeado no estudo original;28
SE;0;5143;Não mapeado no estudo original;26
SE;0;4141;Não mapeado no estudo original;17
SE;0;2142;Não mapeado no estudo original;14
SE;0;1426;Não mapeado no estudo original;13
SE;0;2410;Não mapeado no estudo original;11
SE;0;1210;Não mapeado no estudo original;9
SE;0;7842;Não mapeado no estudo original;7
SE;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);65
SE;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);14
SE;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);4
SE;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);4
SE;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;91
SE;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;77
SE;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;63
SE;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;51
SE;Gradiente 2;5241;Vendedores em domicílio;36
SE;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;29
SE;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;18
SE;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;9
SE;Gradiente 2;3511;Técnicos em contabilidade e em administração;6
SE;Gradiente 2;3172;Operadores de monitoração de computadores (Helpdesk);6
SE;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);2334
SE;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;70
SE;Gradiente 3;3517;Técnicos e Corretores de seguros;29
SE;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;20
SE;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;13
SE;Gradiente 3;2523;Secretárias executivas e bilíngues;8
SE;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;3
SE;Gradiente 3;3545;Técnicos e Corretores de seguros;2
SE;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;1
SE;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;527
SE;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);207
SE;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);42
SE;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;19
SE;Gradiente 4;2525;Profissionais de administração econômico-financeira;17
SE;Gradiente 4;3532;Técnicos em operações e serviços bancários;9
SE;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;2
SP;0;2532;Não mapeado no estudo original;34978
SP;0;1421;Não mapeado no estudo original;19221
SP;0;2410;Não mapeado no estudo original;3886
SP;0;2533;Não mapeado no estudo original;2654
SP;0;5143;Não mapeado no estudo original;2027
SP;0;1231;Não mapeado no estudo original;1905
SP;0;1422;Não mapeado no estudo original;1225
SP;0;3542;Não mapeado no estudo original;1094
SP;0;1426;Não mapeado no estudo original;1027
SP;0;2032;Não mapeado no estudo original;916
SP;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);3037
SP;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);483
SP;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);276
SP;Gradiente 1;2394;Programadores, avaliadores e orientadores de ensino;249
SP;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);183
SP;Gradiente 1;1415;Dir. e Gerentes de op. em empresas de turismo/hotelaria;67
SP;Gradiente 1;4151;Auxiliares de serviços de documentação, informação e pesquisa;41
SP;Gradiente 1;2515;Psicólogos e psicanalistas;23
SP;Gradiente 1;2618;Fotógrafos profissionais;10
SP;Gradiente 1;2133;Físicos e Profissionais das ciências atmosféricas/espaciais;2
SP;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;37510
SP;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;15588
SP;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;11546
SP;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;8693
SP;Gradiente 2;1425;Diretores e Gerentes de serviços de informática;5185
SP;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;4840
SP;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;4272
SP;Gradiente 2;5241;Vendedores em domicílio;2450
SP;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;2274
SP;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;1733
SP;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);53896
SP;Gradiente 3;3517;Técnicos e Corretores de seguros;8705
SP;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;4467
SP;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;2648
SP;Gradiente 3;3171;Técnicos de desenvolvimento de sistemas e aplicações;2580
SP;Gradiente 3;2122;Engenheiros de computação e Administradores de TI;2459
SP;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;2245
SP;Gradiente 3;2111;Profissionais da matemática, atuários e estatísticos;1297
SP;Gradiente 3;2523;Secretárias executivas e bilíngues;1261
SP;Gradiente 3;3514;Serventuários da justiça e afins;1120
SP;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);31985
SP;Gradiente 4;2525;Profissionais de administração econômico-financeira;31610
SP;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;31544
SP;Gradiente 4;4223;Operadores de telemarketing (Ativo, receptivo e técnico);2704
SP;Gradiente 4;3532;Técnicos em operações e serviços bancários;2558
SP;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;1650
SP;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;154
SP;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;33
SP;Gradiente 4;4231;Despachantes documentalistas e afins;7
TO;0;2532;Não mapeado no estudo original;314
TO;0;1421;Não mapeado no estudo original;172
TO;0;5143;Não mapeado no estudo original;45
TO;0;7170;Não mapeado no estudo original;16
TO;0;7151;Não mapeado no estudo original;15
TO;0;3542;Não mapeado no estudo original;15
TO;0;7825;Não mapeado no estudo original;13
TO;0;5174;Não mapeado no estudo original;12
TO;0;2410;Não mapeado no estudo original;12
TO;0;1422;Não mapeado no estudo original;10
TO;Gradiente 1;5211;Caixas, bilheteiros e Operadores do comércio (Balconistas);30
TO;Gradiente 1;4211;Caixas, bilheteiros e Operadores do comércio (Balconistas);17
TO;Gradiente 1;7823;Motoristas de veículos de pequeno e médio porte (Táxi);8
TO;Gradiente 1;4122;Contínuos (Office-boys / Mensageiros);6
TO;Gradiente 2;1417;Diretores e Gerentes em instituições de interm. financeira;174
TO;Gradiente 2;4101;Supervisores administrativos e de serviços financeiros;57
TO;Gradiente 2;1423;Diretores e Gerentes de comercialização e marketing;54
TO;Gradiente 2;3541;Técnicos de vendas especializadas e Rep. comerciais autônomos;39
TO;Gradiente 2;4102;Supervisores administrativos e de serviços financeiros;24
TO;Gradiente 2;5201;Supervisores de vendas e de prestação de serviços;14
TO;Gradiente 2;2521;Administradores e Profissionais de recursos humanos;10
TO;Gradiente 2;2524;Administradores e Profissionais de recursos humanos;5
TO;Gradiente 2;3172;Operadores de monitoração de computadores (Helpdesk);5
TO;Gradiente 2;1425;Diretores e Gerentes de serviços de informática;4
TO;Gradiente 3;4132;Escriturários de serviços bancários (Caixas, compensadores);1336
TO;Gradiente 3;2522;Economistas, Contadores, Auditores e Peritos contábeis;33
TO;Gradiente 3;2523;Secretárias executivas e bilíngues;21
TO;Gradiente 3;3545;Técnicos e Corretores de seguros;14
TO;Gradiente 3;3517;Técnicos e Corretores de seguros;14
TO;Gradiente 3;4221;Recepcionistas em geral e Operadores de telefonia;9
TO;Gradiente 3;4241;Entrevistadores e recenseadores;4
TO;Gradiente 3;2512;Economistas, Contadores, Auditores e Peritos contábeis;3
TO;Gradiente 3;2123;Engenheiros de computação e Administradores de TI;3
TO;Gradiente 3;2612;Profissionais da informação (Biblio.), Tradutores e Intérpretes;2
TO;Gradiente 4;4110;Agentes, assistentes e auxiliares administrativos;238
TO;Gradiente 4;2525;Profissionais de administração econômico-financeira;41
TO;Gradiente 4;4131;Auxiliares de contabilidade, folha de pagamento e faturamento;28
TO;Gradiente 4;3532;Técnicos em operações e serviços bancários;18
TO;Gradiente 4;2124;Analistas de Tecnologia da Informação (Web e Multimídia);13
TO;Gradiente 4;4121;Datilógrafos, digitadores e operadores de transmissão de dados;1
TO;Gradiente 4;3515;Técnicos em secretariado, taquígrafos e estenotipistas;1
